MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen	WIJK
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011	1011	ELK	KVB	17	100.0	88.24	76	3x25	3044	5.88	0.0	1.6	CENTRUM
Liander N.V.	GAS Liander	Binnenkant	1011	1011	GAS	KVB	14	100.0	92.86	86	G4	2739	0.0	7.14		CENTRUM
	Liander N.V. (NW)	Binnenkant	1011	1011	ELK	KVB	15	100.0	100.0	67	1x35	2616	26.67	6.67	1.9	CENTRUM
	GAS Liander	Binnenkant	1011	1011	GAS	KVB	11	100.0	100.0	91	G4	1478	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Kromme Waal	1011	1011	ELK	KVB	28	100.0	78.57	64	3x25	4696	50.0	46.43	1.1	CENTRUM
Liander N.V.	GAS Liander	Kromme Waal	1011	1011	GAS	KVB	27	100.0	74.07	70	G4	2608	0.0	48.15		CENTRUM
Liander N.V.	Liander N.V. (NW)	Kromme Waal	1011	1011	ELK	KVB	31	100.0	93.55	52	3x25	3095	48.39	45.16	1.1	CENTRUM
Liander N.V.	GAS Liander	Kromme Waal	1011	1011	GAS	KVB	27	100.0	96.3	89	G4	1717	0.0	44.44		CENTRUM
	Liander N.V. (NW)	Kromme Waal	1011	1011	ELK	KVB	23	100.0	69.57	65	3x25	3882	47.83	47.83	1.0	CENTRUM
	GAS Liander	Kromme Waal	1011	1011	GAS	KVB	21	100.0	66.67	67	G4	1968	0.0	52.38		CENTRUM
	Liander N.V. (NW)	Kromme Waal	1011	1011	ELK	KVB	33	100.0	96.97	64	1x25	2671	72.73	72.73	1.1	CENTRUM
	GAS Liander	Kromme Waal	1011	1011	GAS	KVB	27	100.0	100.0	100	G4	1198	0.0	74.07		CENTRUM
	Liander N.V. (NW)	Oude Waal	1011	1011	ELK	KVB	22	100.0	100.0	82	1x25	1632	95.45	95.45	1.0	CENTRUM
	GAS Liander	Oude Waal	1011	1011	GAS	KVB	20	100.0	100.0	100	G4	1103	0.0	95.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011	1011	ELK	KVB	28	100.0	92.86	43	1x25	3448	78.57	78.57	1.0	CENTRUM
	GAS Liander	Oude Waal	1011	1011	GAS	KVB	25	100.0	100.0	80	G4	1227	0.0	84.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011	1011	ELK	KVB	37	100.0	56.76	73	3x25	1719	51.35	54.05	1.0	CENTRUM
Liander N.V.	GAS Liander	Oude Waal	1011	1011	GAS	KVB	24	100.0	79.17	79	G4	1459	0.0	75.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011	1011	ELK	KVB	25	100.0	80.0	32	1x25	2430	76.0	76.0	1.0	CENTRUM
	GAS Liander	Oude Waal	1011	1011	GAS	KVB	18	100.0	94.44	100	G4	1402	0.0	94.44		CENTRUM
	Liander N.V. (NW)	Oude Waal	1011	1011	ELK	KVB	21	100.0	100.0	57	3x25	2851	61.9	61.9	1.0	CENTRUM
	GAS Liander	Oude Waal	1011	1011	GAS	KVB	18	100.0	100.0	89	G4	1804	0.0	61.11		CENTRUM
	GAS Liander	Oude Waal	1011	1011	GAS	KVB	15	100.0	100.0	100	G4	1283	0.0	93.33		CENTRUM
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot  94 to	1011	1011	ELK	KVB	17	100.0	94.12	76	1x25	2509	88.24	88.24	1.0	CENTRUM
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011	1011	ELK	KVB	12	83.33	75.0	50	3x25	2218	58.33	58.33	2.0	CENTRUM
	GAS Liander	Oude Waal	1011	1011	GAS	KVB	34	100.0	97.06	88	G4	2273	0.0	23.53		CENTRUM
Liander N.V.	Liander N.V. (NW)	Oude Waal AB	1011	1011	ELK	KVB	28	100.0	92.86	46	3x25	9706	25.0	3.57	1.3	CENTRUM
	Liander N.V. (NW)	Binnen Bantammerstraat	1011	1011	ELK	KVB	16	100.0	100.0	81	1x25	7372	12.5	0.0	1.1	CENTRUM
	GAS Liander	Binnen Bantammerstraat	1011	1011	GAS	KVB	15	100.0	100.0	100	G4	1327	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Binnen Bantammerstraat	1011	1011	ELK	KVB	14	100.0	100.0	86	1x25	2305	0.0	0.0	1.0	CENTRUM
	GAS Liander	Binnen Bantammerstraat	1011	1011	GAS	KVB	12	100.0	100.0	100	G4	1276	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Binnen Bantammerstraat	1011	1011	ELK	KVB	10	100.0	100.0	80	1x25	1942	0.0	0.0	1.0	CENTRUM
Liander N.V.	GAS Liander	Binnen Bantammerstraat	1011	1011	GAS	KVB	59	100.0	96.61	93	G4	1127	0.0	40.68		CENTRUM
Liander N.V.	Liander N.V. (NW)	Nieuwe Jonkerstraat	1011	1011	ELK	KVB	63	100.0	82.54	35	1x25	2417	26.98	41.27	1.0	CENTRUM
Liander N.V.	Liander N.V. (NW)	Nieuwe Ridderstraat	1011	1011	ELK	KVB	28	100.0	92.86	50	1x25	3451	10.71	0.0	1.1	CENTRUM
	GAS Liander	Nieuwe Ridderstraat	1011	1011	GAS	KVB	20	100.0	100.0	85	G4	2476	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	26	100.0	100.0	69	1x25	1896	0.0	0.0	1.0	CENTRUM
	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	22	100.0	100.0	86	G4	1559	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	18	100.0	88.89	44	1x25	2516	0.0	0.0	1.0	CENTRUM
Liander N.V.	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	17	100.0	94.12	100	G4	1299	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	18	100.0	100.0	83	1x25	2177	5.56	0.0	1.1	CENTRUM
	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	17	100.0	100.0	100	G4	1406	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	15	100.0	100.0	53	1x25	2591	0.0	0.0	1.0	CENTRUM
	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	13	100.0	100.0	100	G4	1097	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	19	100.0	100.0	68	1x25	2209	0.0	0.0	1.0	CENTRUM
	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	19	100.0	100.0	95	G4	1050	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	22	81.82	86.36	59	1x25	2151	18.18	18.18	1.2	CENTRUM
	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	19	100.0	100.0	95	G4	1383	0.0	21.05		CENTRUM
	Liander N.V. (NW)	Lastageweg	1011	1011	ELK	KVB	10	100.0	100.0	90	1x25	4955	10.0	0.0	1.1	CENTRUM
	GAS Liander	Lastageweg	1011	1011	GAS	KVB	109	100.0	97.25	98	G4	807	0.0	88.99		CENTRUM
	Liander N.V. (NW)	J.W. Siebbeleshof	1011	1011	ELK	KVB	125	100.0	97.6	93	1x35	3628	97.6	97.6		CENTRUM
	Liander N.V. (NW)	W Frederik Hermansstr	1011	1011	ELK	KVB	87	100.0	98.85	94	1x35	3133	98.85	98.85		CENTRUM
	Liander N.V. (NW)	Oosterdoksstraat	1011	1011	ELK	KVB	67	100.0	95.52	84	1x35	3996	49.25	49.25	1.0	CENTRUM
	GAS Liander	Oosterdokskade	1011	1011	GAS	KVB	46	100.0	93.48	85	G4	1942	0.0	21.74		CENTRUM
Liander N.V.	Liander N.V. (NW)	Dijkdwarsstraat	1011	1011	ELK	KVB	52	100.0	80.77	69	1x25	3049	21.15	13.46	1.1	CENTRUM
	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	24	100.0	100.0	88	1x25	1722	33.33	37.5	1.0	CENTRUM
	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	21	100.0	100.0	100	G4	1111	0.0	38.1		CENTRUM
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	19	100.0	89.47	47	1x25	7273	21.05	0.0	1.3	CENTRUM
Liander N.V.	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	18	100.0	88.89	67	G4	2605	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	14	100.0	100.0	86	1x25	2000	0.0	0.0	1.0	CENTRUM
	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	12	100.0	100.0	92	G4	1131	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Montelbaanstraat	1011	1011	ELK	KVB	16	100.0	100.0	100	1x25	1988	0.0	0.0	1.0	CENTRUM
	GAS Liander	Montelbaanstraat	1011	1011	GAS	KVB	16	100.0	100.0	100	G4	971	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Montelbaanstraat	1011	1011	ELK	KVB	22	100.0	95.45	82	1x25	1866	0.0	0.0	1.0	CENTRUM
	GAS Liander	Montelbaanstraat	1011	1011	GAS	KVB	21	100.0	100.0	95	G4	3138	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Geldersekade	1011	1011	ELK	KVB	37	100.0	97.3	76	1x25	3347	18.92	13.51	1.1	CENTRUM
	GAS Liander	Geldersekade	1011	1011	GAS	KVB	32	100.0	100.0	91	G4	1489	0.0	12.5		CENTRUM
Liander N.V.	Liander N.V. (NW)	Geldersekade	1011	1011	ELK	KVB	46	100.0	91.3	41	1x25	5665	8.7	2.17	1.1	CENTRUM
	GAS Liander	Geldersekade	1011	1011	GAS	KVB	34	100.0	100.0	94	G4	1550	0.0	2.94		CENTRUM
	GAS Liander	Geldersekade	1011	1011	GAS	KVB	23	100.0	91.3	87	G4	2963	0.0	4.35		CENTRUM
Liander N.V.	Liander N.V. (NW)	geldersekd	1011	1011	ELK	KVB	27	100.0	96.3	56	1x25	6019	11.11	3.7	1.1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Geldersekade	1011	1011	ELK	KVB	47	100.0	87.23	57	1x25	3826	12.77	2.13	1.1	CENTRUM
Liander N.V.	GAS Liander	Geldersekade	1011	1011	GAS	KVB	37	100.0	89.19	89	G4	1426	0.0	2.7		CENTRUM
Liander N.V.	Liander N.V. (NW)	Geldersekade	1011	1011	ELK	KVB	23	100.0	91.3	48	1x25	5298	8.7	0.0	1.1	CENTRUM
	GAS Liander	Geldersekade	1011	1011	GAS	KVB	15	100.0	100.0	80	G4	2551	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Geldersekade	1011	1011	ELK	KVB	30	100.0	96.67	70	1x25	8413	16.67	0.0	1.2	CENTRUM
	GAS Liander	Geldersekade	1011	1011	GAS	KVB	25	100.0	100.0	92	G4	2775	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Waalsteeg	1011	1011	ELK	KVB	10	100.0	100.0	40	1x25	3629	50.0	50.0	1.0	CENTRUM
	GAS Liander	Waalsteeg	1011	1011	GAS	KVB	10	100.0	100.0	100	G4	1871	0.0	50.0		CENTRUM
	Liander N.V. (NW)	Koningsstraat	1011	1011	ELK	KVB	42	100.0	100.0	60	1x25	4957	14.29	4.76	1.2	CENTRUM
	GAS Liander	Koningsstraat	1011	1011	GAS	KVB	38	100.0	100.0	97	G4	1462	0.0	5.26		CENTRUM
	Liander N.V. (NW)	Koningsstraat	1011	1011	ELK	KVB	47	100.0	100.0	53	3x25	4048	27.66	25.53	1.1	CENTRUM
	GAS Liander	Koningsstraat	1011	1011	GAS	KVB	44	100.0	97.73	98	G4	1364	0.0	27.27		CENTRUM
	Liander N.V. (NW)	Korte Koningsstraat	1011	1011	ELK	KVB	27	100.0	100.0	63	1x25	2900	33.33	22.22	1.2	CENTRUM
	GAS Liander	Korte Koningsstraat	1011	1011	GAS	KVB	25	100.0	100.0	96	G4	1260	0.0	16.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Korte Koningsstraat	1011	1011	ELK	KVB	13	100.0	69.23	54	3x25	2881	0.0	0.0	1.1	CENTRUM
	GAS Liander	Korte Koningsstraat	1011	1011	GAS	KVB	31	100.0	100.0	97	G4	1130	0.0	38.71		CENTRUM
Liander N.V.	Liander N.V. (NW)	Korte Koningsstraat	1011	1011	ELK	KVB	28	100.0	92.86	61	1x25	2574	67.86	53.57	1.4	CENTRUM
Liander N.V.	Liander N.V. (NW)	Korte Koningsdwarsstraat	1011	1011	ELK	KVB	21	100.0	76.19	38	1x25	1889	71.43	71.43	1.0	CENTRUM
	GAS Liander	Korte Koningsdwarsstraat	1011	1011	GAS	KVB	60	100.0	98.33	97	G4	1266	0.0	81.67		CENTRUM
Liander N.V.	Liander N.V. (NW)	Keizersstraat	1011	1011	ELK	KVB	52	96.15	96.15	56	1x35	2592	88.46	80.77	1.4	CENTRUM
	Liander N.V. (NW)	Korte Keizersstraat	1011	1011	ELK	KVB	22	100.0	100.0	50	1x50	1667	63.64	63.64	1.1	CENTRUM
	GAS Liander	Korte Keizersstraat	1011	1011	GAS	KVB	19	100.0	100.0	100	G4	2170	0.0	63.16		CENTRUM
	Liander N.V. (NW)	Korte Keizersstraat	1011	1011	ELK	KVB	24	100.0	100.0	88	1x25	1483	83.33	75.0	1.3	CENTRUM
	GAS Liander	Korte Keizersstraat	1011	1011	GAS	KVB	20	100.0	100.0	90	G4	1272	0.0	75.0		CENTRUM
	Liander N.V. (NW)	Korte Keizersdwarsstraat	1011	1011	ELK	KVB	18	100.0	100.0	83	1x25	2854	83.33	83.33	1.0	CENTRUM
	GAS Liander	Korte Keizersdwarsstraat	1011	1011	GAS	KVB	16	100.0	100.0	100	G4	1307	0.0	81.25		CENTRUM
	Liander N.V. (NW)	Kleersloot	1011	1011	ELK	KVB	92	100.0	96.74	78	1x25	1811	68.48	67.39	1.1	CENTRUM
	GAS Liander	Kleersloot	1011	1011	GAS	KVB	79	100.0	100.0	99	G4	918	0.0	69.62		CENTRUM
	Liander N.V. (NW)	Korte Dijkstraat	1011	1011	ELK	KVB	21	100.0	95.24	62	1x25	2077	90.48	85.71	1.5	CENTRUM
	GAS Liander	Korte Dijkstraat	1011	1011	GAS	KVB	18	100.0	100.0	100	G4	1517	0.0	88.89		CENTRUM
	Liander N.V. (NW)	Brandewijnsteeg	1011	1011	ELK	KVB	26	100.0	100.0	96	1x25	1699	65.38	65.38	1.0	CENTRUM
	GAS Liander	Brandewijnsteeg	1011	1011	GAS	KVB	26	100.0	100.0	96	G4	1267	0.0	65.38		CENTRUM
	Liander N.V. (NW)	Krom Boomssloot	1011	1011	ELK	KVB	13	100.0	100.0	85	1x25	1677	92.31	61.54	1.8	CENTRUM
	GAS Liander	Krom Boomssloot	1011	1011	GAS	KVB	37	100.0	100.0	100	G4	1085	0.0	64.86		CENTRUM
	Liander N.V. (NW)	Krom Boomssloot	1011	1011	ELK	KVB	33	100.0	100.0	70	1x25	1692	63.64	60.61	1.1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011	1011	ELK	KVB	42	100.0	95.24	40	1x25	4593	66.67	61.9	1.0	CENTRUM
Liander N.V.	GAS Liander	Krom Boomssloot	1011	1011	GAS	KVB	36	100.0	94.44	89	G4	1566	0.0	58.33		CENTRUM
	Liander N.V. (NW)	Krom Boomssloot	1011	1011	ELK	KVB	13	100.0	100.0	77	1x25	3277	84.62	92.31	1.0	CENTRUM
	GAS Liander	Krom Boomssloot	1011	1011	GAS	KVB	10	100.0	100.0	90	G4	829	0.0	90.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011	1011	ELK	KVB	20	100.0	80.0	45	1x25	2106	55.0	50.0	1.2	CENTRUM
	GAS Liander	Krom Boomssloot	1011	1011	GAS	KVB	15	100.0	86.67	87	G4	1468	0.0	60.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011	1011	ELK	KVB	12	100.0	83.33	33	1x25	7222	58.33	75.0	1.0	CENTRUM
	GAS Liander	Krom Boomssloot	1011	1011	GAS	KVB	10	100.0	90.0	60	G4	4174	0.0	60.0		CENTRUM
	Liander N.V. (NW)	Krom Boomssloot	1011	1011	ELK	KVB	17	100.0	100.0	100	1x25	1196	94.12	94.12	1.0	CENTRUM
	GAS Liander	Krom Boomssloot	1011	1011	GAS	KVB	13	100.0	100.0	92	G4	1232	0.0	100.0		CENTRUM
	Liander N.V. (NW)	Snoekjesgracht	1011	1011	ELK	KVB	37	100.0	100.0	97	1x25	1556	97.3	86.49	2.0	CENTRUM
	GAS Liander	Snoekjesgracht	1011	1011	GAS	KVB	34	100.0	100.0	100	G4	863	0.0	88.24		CENTRUM
	Liander N.V. (NW)	Snoekjesgracht  ab	1011	1011	ELK	KVB	228	100.0	97.81	64	1x25	3985	26.32	18.86	1.1	CENTRUM
	GAS Liander	Snoekjessteeg	1011	1011	GAS	KVB	205	100.0	99.51	98	G4	1188	0.0	16.59		CENTRUM
	Liander N.V. (NW)	Nieuwe Hoogstraat	1011	1011	ELK	KVB	58	100.0	77.59	53	1x25	3426	58.62	56.9	1.0	CENTRUM
	GAS Liander	Nieuwe Hoogstraat	1011	1011	GAS	KVB	48	100.0	79.17	96	G4	987	0.0	60.42		CENTRUM
	Liander N.V. (NW)	Nieuwe Hoogstraat	1011	1011	ELK	KVB	47	100.0	57.45	53	3x25	11358	55.32	51.06	1.5	CENTRUM
	GAS Liander	Nieuwe Hoogstraat	1011	1011	GAS	KVB	40	100.0	57.5	95	G4	1424	0.0	52.5		CENTRUM
	Liander N.V. (NW)	Nieuwe Hoogstraat	1011	1011	ELK	KVB	19	100.0	100.0	42	1x25	6746	63.16	57.89	1.1	CENTRUM
	GAS Liander	Nieuwe Hoogstraat	1011	1011	GAS	KVB	18	100.0	100.0	94	G4	1376	0.0	61.11		CENTRUM
	Liander N.V. (NW)	Nieuwe Hoogstraat	1011	1011	ELK	KVB	28	100.0	100.0	75	1x25	4945	92.86	96.43	1.0	CENTRUM
	GAS Liander	Nieuwe Hoogstraat	1011	1011	GAS	KVB	26	100.0	100.0	88	G4	1040	0.0	96.15		CENTRUM
	Liander N.V. (NW)	Onkelboerensteeg	1011	1011	ELK	KVB	20	100.0	100.0	85	1x25	2315	70.0	90.0	1.0	CENTRUM
	GAS Liander	Onkelboerensteeg	1011	1011	GAS	KVB	20	100.0	100.0	100	G4	1314	0.0	90.0		CENTRUM
	Liander N.V. (NW)	Zandstraat	1011	1011	ELK	KVB	16	100.0	100.0	50	3x25	2857	50.0	50.0	1.0	CENTRUM
	GAS Liander	Zandstraat	1011	1011	GAS	KVB	14	100.0	100.0	79	G4	1701	0.0	50.0		CENTRUM
	Liander N.V. (NW)	Zandstraat	1011	1011	ELK	KVB	10	100.0	100.0	70	1x25	2647	80.0	70.0	1.3	CENTRUM
	GAS Liander	Zandstraat	1011	1011	GAS	KVB	10	100.0	100.0	90	G4	1916	0.0	70.0		CENTRUM
	Liander N.V. (NW)	Zandstraat	1011	1011	ELK	KVB	21	100.0	100.0	67	1x25	1991	80.95	80.95	1.0	CENTRUM
	GAS Liander	Zandstraat	1011	1011	GAS	KVB	20	100.0	100.0	100	G4	1133	0.0	80.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Zanddwarsstraat	1011	1011	ELK	KVB	27	100.0	92.59	59	1x25	3001	92.59	88.89	1.5	CENTRUM
	GAS Liander	Zanddwarsstraat	1011	1011	GAS	KVB	24	100.0	95.83	83	G4	1666	0.0	95.83		CENTRUM
	Liander N.V. (NW)	Groenburgwal	1011	1011	ELK	KVB	47	100.0	100.0	79	1x25	4396	82.98	85.11	1.0	CENTRUM
	GAS Liander	Groenburgwal	1011	1011	GAS	KVB	42	100.0	100.0	90	G4	1487	0.0	83.33		CENTRUM
Liander N.V.	Liander N.V. (NW)	Groenburgwal	1011	1011	ELK	KVB	44	100.0	95.45	41	1x25	2558	75.0	75.0	1.0	CENTRUM
	GAS Liander	Groenburgwal	1011	1011	GAS	KVB	38	100.0	100.0	89	G4	1533	0.0	81.58		CENTRUM
	Liander N.V. (NW)	Groenburgwal	1011	1011	ELK	KVB	22	100.0	100.0	55	1x25	4441	95.45	95.45	1.0	CENTRUM
